src,dst,relationship
rid_459,rid_725,close_contact
rid_459,rid_447,close_contact
rid_459,rid_317,close_contact
rid_459,rid_212,close_contact
rid_459,rid_196,close_contact
rid_459,rid_816,close_contact
rid_459,rid_587,close_contact
rid_459,rid_712,close_contact
rid_459,rid_344,close_contact
rid_84,rid_764,close_contact
rid_84,rid_28,close_contact
rid_84,rid_178,close_contact
rid_84,rid_447,close_contact
rid_84,rid_759,close_contact
rid_84,rid_519,close_contact
rid_84,rid_682,close_contact
rid_84,rid_198,close_contact
rid_84,rid_597,close_contact
rid_84,rid_133,close_contact
rid_84,rid_8,close_contact
rid_84,rid_185,close_contact
rid_84,rid_800,close_contact
rid_84,rid_705,close_contact
rid_84,rid_286,close_contact
rid_84,rid_239,close_contact
rid_84,rid_741,close_contact
rid_84,rid_684,close_contact
rid_84,rid_352,close_contact
rid_84,rid_734,close_contact
rid_84,rid_2,close_contact
rid_84,rid_596,close_contact
rid_84,rid_270,close_contact
rid_84,rid_532,close_contact
rid_84,rid_822,close_contact
rid_84,rid_255,close_contact
rid_84,rid_190,close_contact
rid_84,rid_578,close_contact
rid_84,rid_181,close_contact
rid_84,rid_472,close_contact
rid_84,rid_556,close_contact
rid_849,rid_222,close_contact
rid_849,rid_477,close_contact
rid_849,rid_389,close_contact
rid_849,rid_593,close_contact
rid_849,rid_629,close_contact
rid_849,rid_436,close_contact
rid_849,rid_880,close_contact
rid_849,rid_541,close_contact
rid_849,rid_162,close_contact
rid_849,rid_615,close_contact
rid_756,rid_85,close_contact
rid_756,rid_952,close_contact
rid_756,rid_286,close_contact
rid_756,rid_716,close_contact
rid_756,rid_908,close_contact
rid_756,rid_950,close_contact
rid_756,rid_118,close_contact
rid_756,rid_139,close_contact
rid_756,rid_580,close_contact
rid_756,rid_152,close_contact
rid_756,rid_168,close_contact
rid_756,rid_141,close_contact
rid_756,rid_956,close_contact
rid_756,rid_655,close_contact
rid_756,rid_898,close_contact
rid_756,rid_65,close_contact
rid_756,rid_856,close_contact
rid_756,rid_697,close_contact
rid_556,rid_285,close_contact
rid_556,rid_236,close_contact
rid_556,rid_83,close_contact
rid_556,rid_618,close_contact
rid_556,rid_875,close_contact
rid_556,rid_963,close_contact
rid_556,rid_516,close_contact
rid_556,rid_691,close_contact
rid_556,rid_416,close_contact
rid_556,rid_884,close_contact
rid_556,rid_407,close_contact
rid_556,rid_798,close_contact
rid_556,rid_446,close_contact
rid_556,rid_106,close_contact
rid_556,rid_276,close_contact
rid_556,rid_593,close_contact
rid_556,rid_873,close_contact
rid_556,rid_693,close_contact
rid_556,rid_60,close_contact
rid_556,rid_25,close_contact
rid_556,rid_632,close_contact
rid_556,rid_179,close_contact
rid_556,rid_364,close_contact
rid_1000,rid_305,close_contact
rid_1000,rid_633,close_contact
rid_1000,rid_139,close_contact
rid_1000,rid_52,close_contact
rid_1000,rid_854,close_contact
rid_1000,rid_352,close_contact
rid_253,rid_722,close_contact
rid_253,rid_616,close_contact
rid_253,rid_994,close_contact
rid_253,rid_754,close_contact
rid_253,rid_548,close_contact
rid_253,rid_430,close_contact
rid_253,rid_329,close_contact
rid_253,rid_185,close_contact
rid_253,rid_836,close_contact
rid_570,rid_21,close_contact
rid_570,rid_994,close_contact
rid_570,rid_224,close_contact
rid_570,rid_467,close_contact
rid_570,rid_782,close_contact
rid_570,rid_435,close_contact
rid_570,rid_144,close_contact
rid_570,rid_56,close_contact
rid_570,rid_533,close_contact
rid_570,rid_819,close_contact
rid_570,rid_784,close_contact
rid_570,rid_616,close_contact
rid_570,rid_504,close_contact
rid_570,rid_574,close_contact
rid_570,rid_363,close_contact
rid_455,rid_594,close_contact
rid_455,rid_686,close_contact
rid_455,rid_72,close_contact
rid_455,rid_372,close_contact
rid_455,rid_519,close_contact
rid_455,rid_433,close_contact
rid_455,rid_608,close_contact
rid_455,rid_102,close_contact
rid_455,rid_221,close_contact
rid_455,rid_73,close_contact
rid_455,rid_533,close_contact
rid_455,rid_806,close_contact
rid_455,rid_516,close_contact
rid_455,rid_68,close_contact
rid_455,rid_927,close_contact
rid_455,rid_289,close_contact
rid_455,rid_388,close_contact
rid_85,rid_633,close_contact
rid_85,rid_275,close_contact
rid_85,rid_139,close_contact
rid_85,rid_52,close_contact
rid_85,rid_854,close_contact
rid_85,rid_352,close_contact
rid_85,rid_500,close_contact
rid_85,rid_130,close_contact
rid_85,rid_930,close_contact
rid_447,rid_48,close_contact
rid_447,rid_325,close_contact
rid_447,rid_97,close_contact
rid_447,rid_138,close_contact
rid_447,rid_419,close_contact
rid_447,rid_55,close_contact
rid_447,rid_803,close_contact
rid_447,rid_762,close_contact
rid_447,rid_458,close_contact
rid_447,rid_664,close_contact
rid_447,rid_567,close_contact
rid_447,rid_678,close_contact
rid_447,rid_974,close_contact
rid_447,rid_262,close_contact
rid_447,rid_86,close_contact
rid_447,rid_963,close_contact
rid_447,rid_173,close_contact
rid_447,rid_881,close_contact
rid_447,rid_534,close_contact
rid_417,rid_178,close_contact
rid_417,rid_258,close_contact
rid_417,rid_495,close_contact
rid_417,rid_903,close_contact
rid_417,rid_994,close_contact
rid_417,rid_935,close_contact
rid_417,rid_435,close_contact
rid_417,rid_350,close_contact
rid_417,rid_596,close_contact
rid_417,rid_41,close_contact
rid_417,rid_253,close_contact
rid_417,rid_978,close_contact
rid_417,rid_392,close_contact
rid_417,rid_242,close_contact
rid_417,rid_907,close_contact
rid_663,rid_99,close_contact
rid_663,rid_940,close_contact
rid_663,rid_751,close_contact
rid_663,rid_361,close_contact
rid_663,rid_161,close_contact
rid_663,rid_546,close_contact
rid_663,rid_211,close_contact
rid_663,rid_369,close_contact
rid_48,rid_325,close_contact
rid_48,rid_97,close_contact
rid_48,rid_138,close_contact
rid_48,rid_419,close_contact
rid_48,rid_803,close_contact
rid_48,rid_762,close_contact
rid_48,rid_458,close_contact
rid_48,rid_664,close_contact
rid_48,rid_678,close_contact
rid_48,rid_974,close_contact
rid_48,rid_86,close_contact
rid_48,rid_963,close_contact
rid_48,rid_173,close_contact
rid_48,rid_881,close_contact
rid_154,rid_178,close_contact
rid_154,rid_150,close_contact
rid_154,rid_671,close_contact
rid_154,rid_515,close_contact
rid_154,rid_620,close_contact
rid_154,rid_129,close_contact
rid_154,rid_854,close_contact
rid_154,rid_313,close_contact
rid_154,rid_371,close_contact
rid_154,rid_942,close_contact
rid_154,rid_555,close_contact
rid_154,rid_991,close_contact
rid_154,rid_209,close_contact
rid_154,rid_162,close_contact
rid_154,rid_414,close_contact
rid_154,rid_315,close_contact
rid_154,rid_818,close_contact
rid_154,rid_494,close_contact
rid_154,rid_548,close_contact
rid_154,rid_226,close_contact
rid_154,rid_957,close_contact
rid_154,rid_215,close_contact
rid_735,rid_65,close_contact
rid_735,rid_809,close_contact
rid_735,rid_92,close_contact
rid_735,rid_599,close_contact
rid_735,rid_953,close_contact
rid_735,rid_262,close_contact
rid_735,rid_599,close_contact
rid_735,rid_780,close_contact
rid_735,rid_468,close_contact
rid_735,rid_981,close_contact
rid_735,rid_379,close_contact
rid_735,rid_595,close_contact
rid_735,rid_36,close_contact
rid_934,rid_867,close_contact
rid_934,rid_613,close_contact
rid_934,rid_785,close_contact
rid_934,rid_349,close_contact
rid_934,rid_809,close_contact
rid_934,rid_946,close_contact
rid_934,rid_513,close_contact
rid_934,rid_7,close_contact
rid_934,rid_792,close_contact
rid_934,rid_55,close_contact
rid_934,rid_395,close_contact
rid_934,rid_559,close_contact
rid_934,rid_514,close_contact
rid_594,rid_686,close_contact
rid_594,rid_519,close_contact
rid_594,rid_608,close_contact
rid_594,rid_221,close_contact
rid_594,rid_533,close_contact
rid_594,rid_516,close_contact
rid_594,rid_289,close_contact
rid_165,rid_967,close_contact
rid_165,rid_216,close_contact
rid_165,rid_557,close_contact
rid_165,rid_884,close_contact
rid_165,rid_38,close_contact
rid_165,rid_844,close_contact
rid_165,rid_561,close_contact
rid_165,rid_518,close_contact
rid_165,rid_997,close_contact
rid_165,rid_703,close_contact
rid_428,rid_429,close_contact
rid_428,rid_399,close_contact
rid_428,rid_657,close_contact
rid_581,rid_747,close_contact
rid_581,rid_424,close_contact
rid_581,rid_994,close_contact
rid_581,rid_29,close_contact
rid_581,rid_814,close_contact
rid_581,rid_724,close_contact
rid_724,rid_722,close_contact
rid_724,rid_616,close_contact
rid_724,rid_994,close_contact
rid_724,rid_754,close_contact
rid_724,rid_548,close_contact
rid_724,rid_430,close_contact
rid_724,rid_329,close_contact
rid_724,rid_185,close_contact
rid_724,rid_836,close_contact
rid_464,rid_450,close_contact
rid_464,rid_321,close_contact
rid_464,rid_323,close_contact
rid_464,rid_376,close_contact
rid_464,rid_164,close_contact
rid_464,rid_569,close_contact
rid_464,rid_908,close_contact
rid_799,rid_265,close_contact
rid_799,rid_902,close_contact
rid_799,rid_216,close_contact
rid_799,rid_180,close_contact
rid_85,rid_697,close_contact
rid_543,rid_432,close_contact
rid_543,rid_720,close_contact
rid_543,rid_505,close_contact
rid_543,rid_450,close_contact
rid_543,rid_321,close_contact
rid_543,rid_323,close_contact
rid_543,rid_376,close_contact
rid_543,rid_504,close_contact
rid_543,rid_565,close_contact
rid_543,rid_935,close_contact
rid_543,rid_287,close_contact
rid_543,rid_164,close_contact
rid_543,rid_415,close_contact
rid_543,rid_569,close_contact
rid_543,rid_417,close_contact
rid_543,rid_619,close_contact
rid_543,rid_981,close_contact
rid_543,rid_908,close_contact
rid_543,rid_937,close_contact
rid_543,rid_130,close_contact
rid_704,rid_222,close_contact
rid_704,rid_477,close_contact
rid_704,rid_389,close_contact
rid_704,rid_17,close_contact
rid_704,rid_593,close_contact
rid_704,rid_629,close_contact
rid_704,rid_436,close_contact
rid_704,rid_302,close_contact
rid_704,rid_880,close_contact
rid_704,rid_653,close_contact
rid_704,rid_533,close_contact
rid_704,rid_541,close_contact
rid_704,rid_333,close_contact
rid_704,rid_162,close_contact
rid_704,rid_615,close_contact
rid_647,rid_585,close_contact
rid_647,rid_21,close_contact
rid_647,rid_994,close_contact
rid_647,rid_224,close_contact
rid_647,rid_467,close_contact
rid_647,rid_782,close_contact
rid_647,rid_435,close_contact
rid_647,rid_144,close_contact
rid_647,rid_56,close_contact
rid_647,rid_533,close_contact
rid_647,rid_819,close_contact
rid_647,rid_784,close_contact
rid_647,rid_616,close_contact
rid_647,rid_504,close_contact
rid_647,rid_574,close_contact
rid_647,rid_363,close_contact
rid_384,rid_656,close_contact
rid_384,rid_721,close_contact
rid_384,rid_349,close_contact
rid_384,rid_298,close_contact
rid_384,rid_770,close_contact
rid_384,rid_51,close_contact
rid_384,rid_123,close_contact
rid_384,rid_956,close_contact
rid_384,rid_174,close_contact
rid_384,rid_946,close_contact
rid_967,rid_884,close_contact
rid_967,rid_38,close_contact
rid_967,rid_844,close_contact
rid_469,rid_821,close_contact
rid_469,rid_221,close_contact
rid_469,rid_500,close_contact
rid_633,rid_52,close_contact
rid_633,rid_854,close_contact
rid_633,rid_352,close_contact
rid_175,rid_867,close_contact
rid_175,rid_533,close_contact
rid_175,rid_613,close_contact
rid_175,rid_785,close_contact
rid_175,rid_349,close_contact
rid_175,rid_809,close_contact
rid_175,rid_946,close_contact
rid_175,rid_513,close_contact
rid_175,rid_7,close_contact
rid_175,rid_792,close_contact
rid_175,rid_55,close_contact
rid_175,rid_395,close_contact
rid_175,rid_559,close_contact
rid_175,rid_514,close_contact
rid_165,rid_614,close_contact
rid_165,rid_119,close_contact
rid_165,rid_429,close_contact
rid_165,rid_797,close_contact
rid_165,rid_40,close_contact
rid_165,rid_4,close_contact
rid_165,rid_739,close_contact
rid_165,rid_108,close_contact
rid_165,rid_583,close_contact
rid_165,rid_529,close_contact
rid_165,rid_930,close_contact
rid_165,rid_906,close_contact
rid_165,rid_951,close_contact
rid_165,rid_806,close_contact
rid_165,rid_207,close_contact
rid_165,rid_523,close_contact
rid_165,rid_493,close_contact
rid_165,rid_98,close_contact
rid_165,rid_399,close_contact
rid_165,rid_893,close_contact
rid_165,rid_657,close_contact
rid_708,rid_747,close_contact
rid_708,rid_782,close_contact
rid_708,rid_375,close_contact
rid_708,rid_530,close_contact
rid_708,rid_782,close_contact
rid_708,rid_451,close_contact
rid_708,rid_291,close_contact
rid_708,rid_424,close_contact
rid_708,rid_994,close_contact
rid_708,rid_29,close_contact
rid_708,rid_37,close_contact
rid_708,rid_814,close_contact
rid_708,rid_724,close_contact
rid_708,rid_726,close_contact
rid_243,rid_286,close_contact
rid_243,rid_146,close_contact
rid_243,rid_600,close_contact
rid_243,rid_872,close_contact
rid_243,rid_471,close_contact
rid_243,rid_92,close_contact
rid_243,rid_12,close_contact
rid_243,rid_12,close_contact
rid_243,rid_618,close_contact
rid_243,rid_286,close_contact
rid_243,rid_881,close_contact
rid_243,rid_706,close_contact
rid_243,rid_221,close_contact
rid_265,rid_180,close_contact
rid_549,rid_169,close_contact
rid_549,rid_317,close_contact
rid_549,rid_590,close_contact
rid_549,rid_82,close_contact
rid_549,rid_615,close_contact
rid_549,rid_309,close_contact
rid_549,rid_48,close_contact
rid_549,rid_239,close_contact
rid_549,rid_863,close_contact
rid_549,rid_239,close_contact
rid_549,rid_707,close_contact
rid_549,rid_164,close_contact
rid_549,rid_519,close_contact
rid_549,rid_137,close_contact
rid_549,rid_484,close_contact
rid_549,rid_387,close_contact
rid_549,rid_139,close_contact
rid_549,rid_134,close_contact
rid_549,rid_842,close_contact
rid_549,rid_682,close_contact
rid_549,rid_170,close_contact
rid_549,rid_454,close_contact
rid_420,rid_242,close_contact
rid_420,rid_612,close_contact
rid_420,rid_656,close_contact
rid_420,rid_10,close_contact
rid_420,rid_161,close_contact
rid_420,rid_231,close_contact
rid_420,rid_130,close_contact
rid_420,rid_701,close_contact
rid_420,rid_133,close_contact
rid_686,rid_519,close_contact
rid_686,rid_608,close_contact
rid_686,rid_289,close_contact
rid_155,rid_432,close_contact
rid_155,rid_720,close_contact
rid_155,rid_505,close_contact
rid_155,rid_450,close_contact
rid_155,rid_321,close_contact
rid_155,rid_323,close_contact
rid_155,rid_376,close_contact
rid_155,rid_504,close_contact
rid_155,rid_565,close_contact
rid_155,rid_935,close_contact
rid_155,rid_287,close_contact
rid_155,rid_164,close_contact
rid_155,rid_415,close_contact
rid_155,rid_369,close_contact
rid_155,rid_569,close_contact
rid_155,rid_417,close_contact
rid_155,rid_619,close_contact
rid_155,rid_981,close_contact
rid_155,rid_908,close_contact
rid_155,rid_937,close_contact
rid_155,rid_130,close_contact
rid_155,rid_270,close_contact
rid_656,rid_298,close_contact
rid_656,rid_123,close_contact
rid_446,rid_325,close_contact
rid_446,rid_97,close_contact
rid_446,rid_138,close_contact
rid_446,rid_419,close_contact
rid_446,rid_55,close_contact
rid_446,rid_803,close_contact
rid_446,rid_762,close_contact
rid_446,rid_458,close_contact
rid_446,rid_664,close_contact
rid_446,rid_567,close_contact
rid_446,rid_678,close_contact
rid_446,rid_974,close_contact
rid_446,rid_262,close_contact
rid_446,rid_86,close_contact
rid_446,rid_963,close_contact
rid_446,rid_173,close_contact
rid_446,rid_881,close_contact
rid_446,rid_534,close_contact
rid_614,rid_119,close_contact
rid_614,rid_429,close_contact
rid_614,rid_797,close_contact
rid_614,rid_951,close_contact
rid_614,rid_493,close_contact
rid_614,rid_98,close_contact
rid_614,rid_399,close_contact
rid_614,rid_893,close_contact
rid_614,rid_657,close_contact
rid_503,rid_65,close_contact
rid_503,rid_809,close_contact
rid_503,rid_463,close_contact
rid_503,rid_92,close_contact
rid_503,rid_599,close_contact
rid_503,rid_953,close_contact
rid_503,rid_262,close_contact
rid_503,rid_47,close_contact
rid_503,rid_599,close_contact
rid_503,rid_780,close_contact
rid_503,rid_666,close_contact
rid_503,rid_496,close_contact
rid_503,rid_116,close_contact
rid_503,rid_468,close_contact
rid_503,rid_981,close_contact
rid_503,rid_379,close_contact
rid_503,rid_595,close_contact
rid_503,rid_36,close_contact
rid_503,rid_561,close_contact
rid_119,rid_429,close_contact
rid_119,rid_493,close_contact
rid_119,rid_399,close_contact
rid_119,rid_657,close_contact
rid_178,rid_994,close_contact
rid_178,rid_253,close_contact
rid_325,rid_97,close_contact
rid_325,rid_138,close_contact
rid_325,rid_419,close_contact
rid_325,rid_664,close_contact
rid_325,rid_678,close_contact
rid_325,rid_974,close_contact
rid_325,rid_86,close_contact
rid_325,rid_173,close_contact
rid_325,rid_881,close_contact
rid_764,rid_28,close_contact
rid_764,rid_178,close_contact
rid_764,rid_447,close_contact
rid_764,rid_759,close_contact
rid_764,rid_519,close_contact
rid_764,rid_682,close_contact
rid_764,rid_198,close_contact
rid_764,rid_133,close_contact
rid_764,rid_8,close_contact
rid_764,rid_185,close_contact
rid_764,rid_800,close_contact
rid_764,rid_705,close_contact
rid_764,rid_286,close_contact
rid_764,rid_239,close_contact
rid_764,rid_741,close_contact
rid_764,rid_684,close_contact
rid_764,rid_352,close_contact
rid_764,rid_734,close_contact
rid_764,rid_2,close_contact
rid_764,rid_596,close_contact
rid_764,rid_270,close_contact
rid_764,rid_532,close_contact
rid_764,rid_822,close_contact
rid_764,rid_255,close_contact
rid_764,rid_190,close_contact
rid_764,rid_578,close_contact
rid_764,rid_181,close_contact
rid_764,rid_472,close_contact
rid_764,rid_556,close_contact
rid_99,rid_751,close_contact
rid_99,rid_211,close_contact
rid_99,rid_369,close_contact
rid_97,rid_678,close_contact
rid_429,rid_657,close_contact
rid_286,rid_146,close_contact
rid_286,rid_600,close_contact
rid_286,rid_471,close_contact
rid_286,rid_12,close_contact
rid_286,rid_881,close_contact
rid_286,rid_706,close_contact
rid_565,rid_458,close_contact
rid_565,rid_452,close_contact
rid_565,rid_77,close_contact
rid_565,rid_417,close_contact
rid_565,rid_726,close_contact
rid_565,rid_309,close_contact
rid_565,rid_997,close_contact
rid_565,rid_116,close_contact
rid_565,rid_465,close_contact
rid_565,rid_616,close_contact
rid_565,rid_421,close_contact
rid_565,rid_520,close_contact
rid_633,rid_718,close_contact
rid_633,rid_855,close_contact
rid_633,rid_969,close_contact
rid_633,rid_738,close_contact
rid_633,rid_235,close_contact
rid_633,rid_821,close_contact
rid_633,rid_422,close_contact
rid_633,rid_765,close_contact
rid_633,rid_501,close_contact
rid_633,rid_221,close_contact
rid_633,rid_698,close_contact
rid_633,rid_719,close_contact
rid_633,rid_896,close_contact
rid_633,rid_502,close_contact
rid_633,rid_731,close_contact
rid_633,rid_967,close_contact
rid_633,rid_407,close_contact
rid_633,rid_88,close_contact
rid_633,rid_104,close_contact
rid_633,rid_500,close_contact
rid_633,rid_474,close_contact
rid_633,rid_483,close_contact
rid_633,rid_244,close_contact
rid_410,rid_835,close_contact
rid_410,rid_538,close_contact
rid_410,rid_138,close_contact
rid_410,rid_419,close_contact
rid_410,rid_55,close_contact
rid_410,rid_803,close_contact
rid_410,rid_762,close_contact
rid_410,rid_458,close_contact
rid_410,rid_664,close_contact
rid_410,rid_567,close_contact
rid_410,rid_614,close_contact
rid_410,rid_678,close_contact
rid_410,rid_974,close_contact
rid_410,rid_262,close_contact
rid_410,rid_86,close_contact
rid_410,rid_963,close_contact
rid_410,rid_173,close_contact
rid_410,rid_881,close_contact
rid_410,rid_534,close_contact
rid_410,rid_787,close_contact
rid_867,rid_613,close_contact
rid_867,rid_785,close_contact
rid_867,rid_349,close_contact
rid_867,rid_809,close_contact
rid_867,rid_946,close_contact
rid_867,rid_513,close_contact
rid_867,rid_7,close_contact
rid_867,rid_792,close_contact
rid_867,rid_395,close_contact
rid_867,rid_559,close_contact
rid_867,rid_514,close_contact
rid_606,rid_585,close_contact
rid_606,rid_21,close_contact
rid_606,rid_994,close_contact
rid_606,rid_224,close_contact
rid_606,rid_932,close_contact
rid_606,rid_467,close_contact
rid_606,rid_782,close_contact
rid_606,rid_435,close_contact
rid_606,rid_144,close_contact
rid_606,rid_56,close_contact
rid_606,rid_533,close_contact
rid_606,rid_819,close_contact
rid_606,rid_784,close_contact
rid_606,rid_616,close_contact
rid_606,rid_504,close_contact
rid_606,rid_574,close_contact
rid_606,rid_363,close_contact
rid_606,rid_754,close_contact
rid_458,rid_452,close_contact
rid_458,rid_77,close_contact
rid_458,rid_417,close_contact
rid_458,rid_726,close_contact
rid_458,rid_309,close_contact
rid_458,rid_997,close_contact
rid_458,rid_116,close_contact
rid_458,rid_465,close_contact
rid_458,rid_616,close_contact
rid_458,rid_421,close_contact
rid_458,rid_520,close_contact
rid_377,rid_653,close_contact
rid_377,rid_288,close_contact
rid_377,rid_72,close_contact
rid_377,rid_372,close_contact
rid_377,rid_376,close_contact
rid_377,rid_519,close_contact
rid_377,rid_433,close_contact
rid_377,rid_608,close_contact
rid_377,rid_575,close_contact
rid_377,rid_10,close_contact
rid_377,rid_102,close_contact
rid_377,rid_993,close_contact
rid_377,rid_221,close_contact
rid_377,rid_73,close_contact
rid_377,rid_533,close_contact
rid_377,rid_806,close_contact
rid_377,rid_397,close_contact
rid_377,rid_516,close_contact
rid_377,rid_413,close_contact
rid_377,rid_68,close_contact
rid_377,rid_927,close_contact
rid_377,rid_229,close_contact
rid_377,rid_289,close_contact
rid_377,rid_44,close_contact
rid_377,rid_218,close_contact
rid_377,rid_388,close_contact
rid_377,rid_380,close_contact
rid_285,rid_236,close_contact
rid_285,rid_83,close_contact
rid_285,rid_618,close_contact
rid_285,rid_875,close_contact
rid_285,rid_963,close_contact
rid_285,rid_516,close_contact
rid_285,rid_416,close_contact
rid_285,rid_884,close_contact
rid_285,rid_798,close_contact
rid_285,rid_446,close_contact
rid_285,rid_106,close_contact
rid_285,rid_276,close_contact
rid_285,rid_593,close_contact
rid_285,rid_873,close_contact
rid_285,rid_693,close_contact
rid_285,rid_60,close_contact
rid_285,rid_632,close_contact
rid_285,rid_179,close_contact
rid_285,rid_364,close_contact
rid_928,rid_464,close_contact
rid_928,rid_940,close_contact
rid_928,rid_637,close_contact
rid_928,rid_603,close_contact
rid_928,rid_751,close_contact
rid_928,rid_361,close_contact
rid_928,rid_161,close_contact
rid_928,rid_546,close_contact
rid_928,rid_211,close_contact
rid_928,rid_369,close_contact
rid_928,rid_986,close_contact
rid_928,rid_71,close_contact
rid_928,rid_984,close_contact
rid_928,rid_696,close_contact
rid_464,rid_940,close_contact
rid_464,rid_751,close_contact
rid_464,rid_361,close_contact
rid_464,rid_161,close_contact
rid_464,rid_546,close_contact
rid_464,rid_211,close_contact
rid_464,rid_369,close_contact
rid_464,rid_71,close_contact
rid_464,rid_984,close_contact
rid_522,rid_258,close_contact
rid_522,rid_324,close_contact
rid_522,rid_495,close_contact
rid_522,rid_903,close_contact
rid_522,rid_67,close_contact
rid_522,rid_16,close_contact
rid_522,rid_844,close_contact
rid_522,rid_994,close_contact
rid_522,rid_935,close_contact
rid_522,rid_435,close_contact
rid_522,rid_950,close_contact
rid_522,rid_350,close_contact
rid_522,rid_596,close_contact
rid_522,rid_41,close_contact
rid_522,rid_253,close_contact
rid_522,rid_978,close_contact
rid_522,rid_392,close_contact
rid_522,rid_910,close_contact
rid_522,rid_802,close_contact
rid_522,rid_732,close_contact
rid_522,rid_242,close_contact
rid_522,rid_907,close_contact
rid_689,rid_516,close_contact
rid_689,rid_54,close_contact
rid_671,rid_242,close_contact
rid_671,rid_759,close_contact
rid_671,rid_497,close_contact
rid_671,rid_612,close_contact
rid_671,rid_656,close_contact
rid_671,rid_10,close_contact
rid_671,rid_161,close_contact
rid_671,rid_314,close_contact
rid_671,rid_596,close_contact
rid_671,rid_237,close_contact
rid_671,rid_231,close_contact
rid_671,rid_144,close_contact
rid_671,rid_583,close_contact
rid_671,rid_23,close_contact
rid_671,rid_184,close_contact
rid_671,rid_674,close_contact
rid_671,rid_647,close_contact
rid_671,rid_252,close_contact
rid_671,rid_788,close_contact
rid_671,rid_734,close_contact
rid_671,rid_838,close_contact
rid_671,rid_130,close_contact
rid_671,rid_701,close_contact
rid_671,rid_133,close_contact
rid_671,rid_703,close_contact
rid_671,rid_636,close_contact
rid_236,rid_83,close_contact
rid_236,rid_618,close_contact
rid_236,rid_516,close_contact
rid_236,rid_416,close_contact
rid_236,rid_798,close_contact
rid_236,rid_106,close_contact
rid_236,rid_276,close_contact
rid_236,rid_593,close_contact
rid_236,rid_179,close_contact
rid_236,rid_364,close_contact
rid_242,rid_612,close_contact
rid_275,rid_139,close_contact
rid_275,rid_52,close_contact
rid_275,rid_854,close_contact
rid_275,rid_352,close_contact
rid_835,rid_538,close_contact
rid_835,rid_138,close_contact
rid_835,rid_419,close_contact
rid_835,rid_55,close_contact
rid_835,rid_803,close_contact
rid_835,rid_762,close_contact
rid_835,rid_458,close_contact
rid_835,rid_664,close_contact
